"TOA5","VST_Bruarjokull_B13","CR1000","58182","CR1000.Std.32.05","CPU:Bruarjokull_B13_2021.CR1","36387","MET"
"TIMESTAMP","RECORD","volt","f","f_v","d","dsdev","fsdev","t","t2","rh","ps","sw_in","sw_out","lw_in","lw_out","RS","RL","RN","HS","HS2"
"TS","RN","V","m/s","m/s","Deg","Deg","m/s","C","C","%","mBar","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","cm",""
"","","Smp:BattVolt","WVc:WSpeed","WVc:Wspeed_vector","WVc:WDir","WVc:WDir_StdDev","Std:WSpeed_StdDev","Smp:AT","Smp:AT_Backup","Smp:RH","Smp:BP","Avg:sw_in","Avg:sw_out","Avg:lw_in","Avg:lw_out","Avg:RS","Avg:RL","Avg:RN","Smp:HS","Smp:HS2"
"2021-05-03 14:40:00",162,13.13,5.341,5.318,343.6,5.248,0.427,-9.31,-11.4,85.7,875.9118,588.4608,489.2247,256.5697,265.3612,99.23613,-8.791464,90.44467,95.9,0
"2021-05-03 14:50:00",163,13.13,5.342,5.318,343.2,5.384,0.463,-9.12,-11.34,85.8,875.8184,593.5037,492.4315,256.9096,265.6128,101.0722,-8.70319,92.36902,94.4,0
"2021-05-03 15:00:00",164,13.13,5.614,5.598,337.9,4.401,0.419,-9.19,-11.37,85.7,875.8131,589.175,488.2238,255.9525,265.3369,100.9513,-9.384401,91.56692,93.8,0
"2021-05-03 15:10:00",165,13.13,5.372,5.353,338.4,4.829,0.387,-9.24,-11.4,85.6,875.6708,569.546,472.7932,256.6513,265.9305,96.75278,-9.279133,87.47364,94.2,0
"2021-05-03 15:20:00",166,13.12,5.757,5.741,340,4.342,0.415,-9.21,-11.25,86.2,875.6564,555.9824,462.315,258.1006,266.4735,93.6674,-8.372883,85.29452,94,0
"2021-05-03 15:30:00",167,13.12,5.777,5.752,340.2,5.324,0.53,-9.15,-11.13,86.2,875.6583,542.4285,451.0237,258.7513,267.2827,91.40479,-8.531389,82.8734,94,0
"2021-05-03 15:40:00",168,13.12,5.399,5.382,345.3,4.635,0.461,-9.07,-11.01,86.2,875.665,528.7887,440.2273,259.9451,267.8812,88.56139,-7.936097,80.62529,94,0
"2021-05-03 15:50:00",169,13.11,5.147,5.088,346.3,8.7,0.472,-8.94,-10.76,86.8,875.6434,499.8974,418.9793,261.2868,268.0008,80.91811,-6.714038,74.20407,94.1,0
"2021-05-03 16:00:00",170,13.1,5.56,5.486,351.2,9.28,0.418,-9.04,-10.73,86.7,875.6326,469.5941,393.6005,260.653,267.5424,75.99359,-6.889482,69.10411,94.1,0
"2021-05-03 16:10:00",171,13.11,5.719,5.595,352.7,11.94,0.442,-8.96,-10.7,86.7,875.5759,469.3993,389.4129,259.5718,268.0403,79.98644,-8.468474,71.51797,94.1,0
"2021-05-03 16:20:00",172,13.1,5.963,5.855,355.9,10.91,0.622,-9.02,-10.63,87,875.5455,464.4784,382.0902,259.0246,268.3073,82.38821,-9.282773,73.10543,94.2,0
"2021-05-03 16:30:00",173,13.09,5.877,5.803,354.8,9.07,0.455,-9.11,-10.67,87,875.5363,425.2046,349.8498,259.3829,268.2579,75.35474,-8.875015,66.47973,94.2,0
"2021-05-03 16:40:00",174,13.09,6.093,6.016,348.5,9.13,0.507,-9.03,-10.62,87.1,875.5004,426.7218,352.0322,259.7141,268.7078,74.68954,-8.993771,65.69576,93.8,0
"2021-05-03 16:50:00",175,13.08,6.227,6.212,348.1,3.921,0.562,-9.16,-10.67,87.1,875.5302,400.9221,330.0033,260.2012,269.4347,70.91879,-9.233445,61.68534,93.6,0
"2021-05-03 17:00:00",176,13.08,6.128,6.087,343.6,6.648,0.588,-9.15,-10.67,87.2,875.4704,386.0702,318.4965,261.3438,270.0182,67.57365,-8.674335,58.89931,93,0
"2021-05-03 17:10:00",177,13.08,5.855,5.834,340.1,4.795,0.603,-9.2,-10.73,87.1,875.4431,387.5514,316.4895,260.445,270.4422,71.06186,-9.997169,61.06468,93.3,0
"2021-05-03 17:20:00",178,13.08,5.881,5.854,340.3,5.493,0.541,-9.11,-10.6,87.4,875.4385,375.5201,306.6201,261.6422,270.8237,68.89993,-9.181559,59.71837,93,0
"2021-05-03 17:30:00",179,13.07,5.749,5.729,343.2,4.773,0.52,-9.04,-10.45,87.7,875.3796,337.2118,276.8155,262.8662,271.2464,60.39625,-8.380099,52.01616,93.8,0
"2021-05-03 17:40:00",180,13.06,6.062,6.037,345.3,5.244,0.619,-9,-10.38,88,875.3715,326.6261,264.2921,260.3507,271.481,62.33398,-11.13033,51.20364,91.1,0
"2021-05-03 17:50:00",181,13.06,6.06,6.027,347.2,5.959,0.6,-9.08,-10.39,87.8,875.3526,297.3143,238.3373,252.7851,271.0348,58.97702,-18.24975,40.72728,92.2,0
"2021-05-03 18:00:00",182,13.05,5.676,5.559,354.8,11.6,0.564,-9.02,-10.26,88.1,875.3837,286.6624,229.0434,249.4608,270.6941,57.6191,-21.23332,36.38578,92.9,0
"2021-05-03 18:10:00",183,12.98,5.246,5.229,347.9,4.662,0.493,-8.97,-9.85,88.5,875.3485,269.9414,216.987,259.6721,271.9851,52.9544,-12.31297,40.64142,93.7,0
"2021-05-03 18:20:00",184,12.94,5.002,4.977,350.8,5.712,0.356,-8.93,-9.66,88.9,875.3121,231.6251,187.2303,262.3568,272.4561,44.39474,-10.09923,34.29551,93.1,0
"2021-05-03 18:30:00",185,12.91,5.619,5.497,350.8,11.93,0.49,-8.93,-9.65,88.8,875.2547,213.4455,171.9048,259.8708,272.5614,41.54071,-12.69061,28.8501,92.7,0
"2021-05-03 18:40:00",186,12.9,5.341,5.288,347.9,8.03,0.484,-8.83,-9.51,89,875.1852,207.2361,169.0862,266.078,273.6925,38.14989,-7.614479,30.53541,92.6,0
"2021-05-03 18:50:00",187,12.87,5.456,5.342,356.4,11.73,0.65,-8.97,-9.51,89.1,875.1858,178.8505,146.8578,264.8373,273.1677,31.99271,-8.330471,23.66224,92.3,0
"2021-05-03 19:00:00",188,12.85,5.713,5.599,356.9,11.42,0.564,-8.91,-9.45,89.3,875.1883,155.3445,128.9451,268.0088,273.8423,26.39938,-5.833574,20.56581,93.1,0
"2021-05-03 19:10:00",189,12.88,6.091,5.913,355.2,13.87,0.48,-8.85,-9.67,89.1,875.1812,134.6899,112.5605,269.3503,274.3548,22.12933,-5.004514,17.12481,92.9,0
"2021-05-03 19:20:00",190,12.88,5.321,5.292,340.5,6.033,0.547,-8.94,-9.72,88.9,875.1819,116.0606,97.81925,270.3701,274.9292,18.24139,-4.559147,13.68224,92.6,0
"2021-05-03 19:30:00",191,12.88,5.145,5.121,338.7,5.484,0.487,-9.04,-9.83,89,875.2148,113.2752,95.28931,269.6682,274.3681,17.98592,-4.699879,13.28604,92.2,0
"2021-05-03 19:40:00",192,12.87,5.072,5.057,342.8,4.327,0.394,-9.03,-9.77,89.1,875.2189,96.33144,81.24439,270.3193,274.4225,15.08705,-4.103199,10.98385,0,0
"2021-05-03 19:50:00",193,12.85,5.457,5.346,358.8,11.54,0.665,-9.09,-9.72,89.1,875.2429,75.70751,64.13266,271.2622,274.7904,11.57485,-3.52816,8.046689,91.4,0
"2021-05-03 20:00:00",194,12.84,6.786,6.701,5.864,9.07,0.539,-9.19,-9.79,89.1,875.2063,74.27903,62.45351,270.5376,274.7716,11.82551,-4.234023,7.591486,92.4,0
"2021-05-03 20:10:00",195,12.83,6.977,6.958,10.11,4.222,0.729,-9.34,-9.97,89,875.1049,66.73116,55.88999,270.4357,274.4445,10.84117,-4.008818,6.832348,92.9,0
"2021-05-03 20:20:00",196,12.81,7.179,7.14,7.418,5.947,0.627,-9.46,-10.06,88.9,875.1116,53.10524,44.69529,269.8884,274.2108,8.409954,-4.322412,4.087543,93,0
"2021-05-03 20:30:00",197,12.8,6.829,6.713,2.968,10.56,0.6,-9.56,-10.12,88.8,875.0965,49.44753,41.28578,269.1849,273.9625,8.161748,-4.777663,3.384085,93.1,0
"2021-05-03 20:40:00",198,12.79,6.905,6.698,0.091,14.03,0.491,-9.66,-10.21,88.9,875.0797,37.61727,31.51622,268.4821,273.5334,6.101046,-5.051312,1.049734,93.3,0
"2021-05-03 20:50:00",199,12.77,6.578,6.428,359.9,12.22,0.637,-9.74,-10.26,88.8,875.1539,29.47176,24.68431,268.2648,273.0765,4.787451,-4.811672,-0.0242207,93.5,0
"2021-05-03 21:00:00",200,12.76,5.751,5.502,356.9,16.85,0.461,-9.74,-10.24,88.9,875.1749,23.76523,19.92928,268.4797,272.9792,3.835954,-4.499488,-0.6635339,93.5,0
"2021-05-03 21:10:00",201,12.75,6.16,6.042,356.3,11.25,0.435,-9.77,-10.31,88.9,875.1184,17.32858,14.60153,269.3271,272.8691,2.727041,-3.541999,-0.8149579,93.6,0
"2021-05-03 21:20:00",202,12.74,5.673,5.479,358,14.96,0.479,-9.75,-10.24,88.8,875.1172,11.15153,9.556553,270.8362,272.9495,1.594978,-2.113312,-0.518335,93.3,0
"2021-05-03 21:30:00",203,12.73,5.166,5.049,359,12.19,0.465,-9.74,-10.26,88.8,875.0745,8.815917,7.46428,271.3702,272.9168,1.351637,-1.54663,-0.1949932,93.7,0
"2021-05-03 21:40:00",204,12.72,5.151,5.027,358.2,12.55,0.414,-9.66,-10.16,89,875.1111,5.226167,4.729591,271.792,273.3484,0.4965762,-1.556343,-1.059767,93.4,0
"2021-05-03 21:50:00",205,12.71,5.375,5.306,352.6,9.22,0.498,-9.68,-10.16,88.9,875.0709,3.658935,3.267728,271.9839,273.206,0.3912069,-1.222072,-0.8308648,93.5,0
"2021-05-03 22:00:00",206,12.71,5.017,4.988,5.784,6.199,0.451,-9.67,-10.15,89,875.0006,2.281839,2.025072,272.5412,273.2703,0.2567675,-0.7291374,-0.4723698,93.5,0
"2021-05-03 22:10:00",207,12.7,5.409,5.394,7.538,4.306,0.48,-9.7,-10.17,88.8,874.9979,1.205112,1.166354,272.4879,273.2146,0.03875736,-0.7267151,-0.6879577,93.6,0
"2021-05-03 22:20:00",208,12.7,5.311,5.266,6.175,7.445,0.493,-9.7,-10.22,88.9,875.0114,0.7267004,0.7267004,272.3791,273.1058,0,-0.7267151,-0.7267151,93.6,0
"2021-05-03 22:30:00",209,12.69,4.877,4.822,4.563,8.58,0.498,-9.67,-10.15,88.9,874.9816,0.3064253,0.6927877,272.4617,273.1884,-0.3863624,-0.7267151,-1.113077,93.6,0
"2021-05-03 22:40:00",210,12.69,4.65,4.573,2.477,10.44,0.416,-9.69,-10.15,88.9,874.9261,0,0.04965786,272.506,273.2327,-0.04965786,-0.7267151,-0.7763729,93.7,0
"2021-05-03 22:50:00",211,12.69,4.947,4.932,13.67,4.448,0.401,-9.72,-10.21,88.8,874.887,0,0,272.4006,273.1273,0,-0.7267151,-0.7267151,93.7,0
"2021-05-03 23:00:00",212,12.68,4.901,4.887,25.91,4.42,0.459,-9.94,-10.4,88.6,874.9708,0,0.003633502,271.743,272.4697,-0.003633502,-0.7267151,-0.7303486,93.7,0
"2021-05-03 23:10:00",213,12.68,4.879,4.87,26.96,3.58,0.401,-10.14,-10.57,88.4,875.0398,0,0,271.2263,271.9518,0,-0.7255039,-0.7255039,94,0
"2021-05-03 23:20:00",214,12.67,5.079,5.067,28.44,3.996,0.581,-10.38,-10.86,88.4,875.0952,-0.01090051,0,269.7424,270.4679,-0.01090051,-0.7255039,-0.7364044,94.3,0
"2021-05-03 23:30:00",215,12.67,4.747,4.734,30.01,4.225,0.445,-10.47,-10.92,88.4,875.0506,0,0,269.3934,270.1201,0,-0.7267151,-0.7267151,94.8,0
"2021-05-03 23:40:00",216,12.67,4.516,4.504,31.91,4.176,0.389,-10.5,-10.98,88.3,875.1047,0,0,269.1593,269.886,0,-0.7267151,-0.7267151,95,0
"2021-05-03 23:50:00",217,12.67,4.463,4.446,31.43,4.901,0.505,-10.51,-10.99,88.3,875.0871,0,0,269.1069,269.8264,0,-0.7194492,-0.7194492,94.3,0
"2021-05-04 00:00:00",218,12.66,4.275,4.267,26.77,3.483,0.384,-10.6,-11.05,88.2,875.0608,0,0,268.8547,269.5814,0,-0.7267566,-0.7267566,94.2,0
"2021-05-04 00:10:00",219,12.61,3.823,3.815,22.69,3.802,0.381,-10.59,-10.78,88.5,875.09,0,0,268.7696,269.4916,0,-0.7219549,-0.7219549,94.6,0
"2021-05-04 00:20:00",220,12.6,3.826,3.82,25.11,3.238,0.329,-10.61,-10.84,88.5,875.1002,0,0,268.7485,269.4753,0,-0.7268066,-0.7268066,94.6,0
"2021-05-04 00:30:00",221,12.59,3.558,3.542,25.54,5.424,0.376,-10.63,-10.84,88.5,875.1072,0,0,268.6166,269.3385,0,-0.7219523,-0.7219523,94.7,0
"2021-05-04 00:40:00",222,12.59,3.518,3.498,26.64,6.091,0.299,-10.71,-10.9,88.4,875.0955,0,0,268.4289,269.1557,0,-0.726795,-0.726795,95,0
"2021-05-04 00:50:00",223,12.59,3.462,3.455,35.73,3.617,0.457,-10.77,-10.97,88.4,875.1104,0,0,268.1232,268.8501,0,-0.726817,-0.726817,95.5,0
"2021-05-04 01:00:00",224,12.6,3.06,3.04,30.98,6.593,0.381,-10.73,-10.93,88.5,875.2028,0,0,268.0585,268.7853,0,-0.7268066,-0.7268066,95.3,0
"2021-05-04 01:10:00",225,12.63,2.607,2.587,27.95,7.015,0.323,-10.76,-11.24,88.2,875.189,0,0,268.0232,268.7451,0,-0.7219613,-0.7219613,95.3,0
"2021-05-04 01:20:00",226,12.63,2.201,2.187,26.1,6.457,0.422,-10.78,-11.25,88,875.1897,0,0,267.9886,268.7106,0,-0.7219613,-0.7219613,94.8,0
