 1.791667      2012          1             1900          0             0             0             0             0             1800          0             773.74       -6.643        -6.551         1801         -6.643         1854          0             12.69             773.63        6999          0             0            -6999         -11.49         6.971        -.157          7.42          .073         -.134         -.336         -.081          12.07         92.2          36.87         86.1         -122.4            -122.6        -122.7        -6999          .101          .003 
 1.833333      2012          1             2000          0             0             0             0             0             1900          0             773.54       -6.726        -6.643         1902         -6.726         1944          0             12.68             773.55        6999          0             0            -6999         -11.39         4.331        -.098          7.92          .131         -9.399999E-02               -.329         -.05           12.06         92.2          36.07         86.3             -122.5        -122.6        -122.7        -6999          .101         -.001 
 1.875         2012          1             2100          0             0             0             0             0             2000          0             773.53       -6.81         -6.726         2000         -6.817         2054          0             12.7              773.44        6999          0             0            -6999         -11.23         2.676        -.028          7.53          .08          -.032         -.292         -.012          12.07         92.2          35.9          86.6         -122.4            -122.6        -122.6        -6999          0             .001 
 1.916667      2012          1             2200          0             0             0             0             0             2100          0             773.39       -6.91         -6.81          2100         -6.911         2159          0             12.69             773.36        6999          0             0            -6999         -11.23         2.49         -.004          7.62          .112         -8.000001E-03               -.255         -.003          12.07         92.1          35.23         86.7             -122.3        -122.5        -122.7        -6999          0             0 
 1.958333      2012          1             2300          0             0             0             0             0             2200          0             773.29       -6.95         -6.908         2201         -6.95          2300          0             12.69             773.3         6999          0             0            -6999         -10.83         2.496         0             7.18          .007         -.001         -.284          0             12.07         92.1          35.02         86.7         -122.3            -122.6        -122.6        -6999          0             0 
 2             2012          1             2400          0             0             0             0             0             2300          0             773.16       -6.995        -6.948         2303         -7             2340          0             12.7              773.05        6999          0             0            -6999         -10.41         2.312         0             7.14          .03           0            -.281          0             12.07         92            34.91         86.5         -122.3            -122.6        -122.6        -6999          0             0 
 2.041667      2012          2             100           0             0             0             0             0             0             0             773.05       -7.04         -6.995         0            -7.04          100           0             12.7              773.05        6999          0             0            -6999         -10.33         2.156         0             7.58          .021          0            -.229          0             12.07         92            34.72         86.4         -122.3            -122.6        -122.6        -6999          0             0 
 2.083333      2012          2             200           0             0             0             0             0             100           0             773.09       -7.1          -7.04          100          -7.1           159           0             12.7              773.16        6999          0             0            -6999         -10.16         2.039         0             7.33          .01           0            -.17           0             12.06         92            35.29         86.4         -122.4            -122.6        -122.7        -6999          0             0 
 2.125         2012          2             300           0             0             0             0             0             200           0             773.22       -7.12         -7.09          218          -7.13          233           0             12.69             773.28        6999          0             0            -6999         -10.08         1.947         0             7.42          .032          0            -.17           0             12.05         92.1          34.93         86.4         -122.4            -122.6        -122.6        -6999          0             0 
 2.166667      2012          2             400           0             0             0             0             0             300           0             773.26       -7.14         -7.12          301          -7.16          357           0             12.69             773.27        6999          0             0            -6999         -10.14         1.822         0             7.7           .1            0            -.164          0             12.06         92            34.07         86.5         -122.4            -122.6        -122.7        -6999          0             0 
 2.208333      2012          2             500           0             0             0             0             0             400           0             773.16       -7.19         -7.14          400          -7.19          459           0             12.7              773.24        6999          0             0            -6999         -10.07         .594          0             7.79          .135          0            -.104          0             12.06         92            32.77         86.4         -122.4            -122.7        -122.8        -6999          .202          0 
 2.25          2012          2             600           0             0             0             0             0             500           0             773.4        -7.22         -7.19          500          -7.22          544           0             12.7              773.52        6999          0             0            -6999         -9.899999      .547          0             7.43          .117          0            -.002          0             12.06         92            32.57         86.4         -122.4            -122.7        -122.7        -6999          .202          0 
 2.291667      2012          2             700           0             0             0             0             0             600           0             773.74       -7.26         -7.22          601          -7.26          700           0             12.69             774           6999          0             0            -6999         -10.02         3.438         0             7.61          .135          0            -.001          0             12.06         92.1          32.6          86.4         -122.5            -122.8        -122.8        -6999          .202          0 
 2.333333      2012          2             800           0             0             0             0             0             700           0             774.21       -7.3          -7.26          700          -7.3           748           0             12.68             774.47        6999          0             0            -6999         -10.15         2.579         0             8.03          .169          0             0             0             12.04         92.1          33.66         86.6         -122.5            -122.9        -122.9        -6999          .101          0 
 2.375         2012          2             900           0             0             0             0             0             800           0             774.75       -7.33         -7.3           806          -7.33          857           0             12.7              775           6999          0             0            -6999         -10.2          4.562         0             8.140001      .169          0             0             0             12.04         92.1          35.25         86.6         -122.5            -122.8        -122.8        -6999          .202          0 
 2.416667      2012          2             1000          0             0             0             0             0             900           0             775.38       -7.38         -7.33          900          -7.39          949           0             12.7              775.74        6999          0             0            -6999         -10.15         5.311         0             8.83          .169          0             0             .001          12.05         92.1          32.57         86.6         -122.5            -122.8        -122.8        -6999          .101          0 
 2.458333      2012          2             1100          0             0             0             0             0             1000          0             775.99       -7.44         -7.38          1001         -7.45          1056          0             12.7              776.26        6999          0             0            -6999         -10.18         3.931         0             8.47          .169          0             0             .006          12.05         92.1          32.64         86.6         -122.5            -122.7        -122.8        -6999          .202          0 
 2.5           2012          2             1200          0             0             0             0             0             1100          0             776.65       -7.47         -7.44          1100         -7.47          1156          0             12.7              776.88        6999          0             0            -6999         -9.899999      4.047         0             8.43          .168          8.999999E-03                1.459         .12           12.05         92.1          33.23         86.6             -122.4        -122.8        -122.7        -6999          .101          0 
 2.541667      2012          2             1300          0             0             0             0             0             1200          0             777.12       -7.52         -7.47          1205         -7.53          1259          0             12.69             777.37        6999          0             0            -6999         -9.62          4.18          0             7.93          .077         -3.442         2.812         .505          12.05         92.1          31.87         86.5         -122.5            -122.8        -122.7        -6999          .202          0 
 2.583333      2012          2             1400          0             0             0             0             0             1300          0             777.69       -7.55         -7.52          1300         -7.55          1334          0             12.7              777.91        6999          0             0            -6999         -9.28          3.245         0             7.74          .12          -5.732         2.866         1.62          12.04         92            32.44         86.5         -122.5            -122.8        -122.7        -6999          .202          0 
 2.625         2012          2             1500          0             0             0             0             0             1400          0             778.07       -7.6          -7.55          1402         -7.6           1458          0             12.69             778.3         6999          0             0            -6999         -9.060001      2.137         0             7.66          .105         -5.768         2.687         2.162         12.05         91.9          32.57         86.5         -122.5            -122.8        -122.7        -6999          .101          0 
 2.666667      2012          2             1600          0             0             0             0             0             1500          0             778.48       -7.63         -7.6           1502         -7.63          1541          0             12.69             778.73        6999          0             0            -6999         -8.97          1.397         0             7.78          .145         -1.236         .809          .136          12.05         91.9          32.43         86.5         -122.5            -122.8        -122.8        -6999          .202          0 
 2.708333      2012          2             1700          0             0             0             0             0             1600          0             778.89       -7.65         -7.63          1614         -7.65          1659          0             12.7              779.25        6999          0             0            -6999         -9.2           .918          0             7.75          .153          0            -.006          0             12.05         91.7          32.57         86.5         -122.5            -122.7        -122.8        -6999          .202          0 
 2.75          2012          2             1800          0             0             0             0             0             1700          0             779.58       -7.71         -7.65          1700         -7.72          1758          0             12.7              779.88        6999          0             0            -6999         -9.34          .758          0             7.21          .152          0            -.01           0             12.05         87.9          32.2          83.5         -122.5            -122.8        -122.8        -6999          .202          0 
 2.791667      2012          2             1900          0             0             0             0             0             1800          0             780.07       -7.72         -7.7           1801         -7.72          1827          0             12.7              780.26        6999          0             0            -6999         -9.59          .976          0             7.15          .151          0            -.002          0             12.05         83.1          30.53         82.9         -122.5            -122.8        -122.8        -6999          .202          0 
 2.833333      2012          2             2000          0             0             0             0             0             1900          0             780.47       -7.75         -7.71          1909         -7.75          1959          0             12.69             780.64        6999          0             0            -6999         -9.729999      1.19          0             6.641         .149          0            -.004          0             12.05         80.2          29.68         82.1         -122.5            -122.8        -122.8        -6999          .101          0 
 2.875         2012          2             2100          0             0             0             0             0             2000          0             780.8        -7.79         -7.75          2000         -7.8           2048          0             12.7              780.88        6999          0             0            -6999         -9.92          .822          0             7.03          .154          0            -.021          0             12.04         82            28.82         81.6         -122.5            -122.7        -122.7        -6999          .202          0 
 2.916667      2012          2             2200          0             0             0             0             0             2100          0             781.01       -7.8          -7.78          2101         -7.8           2159          0             12.7              781.08        6999          0             0            -6999         -9.890001      .57           0             7.83          .162          0            -.03           0             12.04         87.7          30.5          84.5         -122.5            -122.7        -122.7        -6999          .202          0 
 2.958333      2012          2             2300          0             0             0             0             0             2200          0             781.09       -7.85         -7.8           2201         -7.85          2256          0             12.7              781.13        6999          0             0            -6999         -9.899999      .668          0             7.59          .167          0            -.036          0             12.04         89.8          31.53         86.4         -122.5            -122.7        -122.8        -6999          .202          0 
 3             2012          2             2400          0             0             0             0             0             2300          0             781.34       -7.88         -7.85          2301         -7.88          2346          0             12.68             781.51        6999          0             0            -6999         -10.03         1.256         0             7.76          .169          0            -.019          0             12.04         90.5          31.93         86.6         -122.5            -122.7        -122.7        -6999          .101          0 
 3.041667      2012          3             100           0             0             0             0             0             0             0             781.53       -7.91         -7.87          13           -7.92          59            0             12.69             781.63        6999          0             0            -6999         -10.16         1.231         0             7.64          .169          0            -.014          0             12.04         90.3          31.71         86.6         -122.4            -122.8        -122.8        -6999          .202          0 
 3.083333      2012          3             200           0             0             0             0             0             100           0             781.73       -7.96         -7.91          100          -7.96          148           0             12.69             781.75        6999          0             0            -6999         -10.26         1.511         0             6.808         .169          0            -.012          0             12.04         90            31.93         86.7         -122.5            -122.7        -122.8        -6999          .202          0 
 3.125         2012          3             300           0             0             0             0             0             200           0             781.75       -7.96         -7.96          219          -7.97          257           0             12.68             781.77        6999          0             0            -6999         -10.42         1.132         0             7.31          .169          0            -.014          0             12.03         90.1          31.4          86.8         -122.5            -122.8        -122.8        -6999          .101          0 
 3.166667      2012          3             400           0             0             0             0             0             300           0             781.95       -8.04         -7.96          305          -8.05          359           0             12.68             782.03        6999          0             0            -6999         -10.38         .649          0             7.44          .169          0            -8.000001E-03                0             12.03         90.1          31.68         86.8             -122.5        -122.8        -122.9        -6999          .101          0 
 3.208333      2012          3             500           0             0             0             0             0             400           0             782.26       -8.05         -8.04          401          -8.05          500           0             12.68             782.5         6999          0             0            -6999         -10.42         .456          0             8.17          .169          0            -.012          0             12.03         90.1          34.79         86.7         -122.5            -122.8        -122.9        -6999          .101          0 
 3.25          2012          3             600           0             0             0             0             0             500           0             782.58       -8.12         -8.05          501          -8.12          558           0             12.69             782.66        6999          0             0            -6999         -10.32        -.448          0             8.439999      .169          0            -.006          0             12.03         90.1          43.91         86.7         -122.5            -122.8        -122.9        -6999          0             0 
 3.291667      2012          3             700           0             0             0             0             0             600           0             783.03       -8.13         -8.11          604          -8.13          653           0             12.69             783.31        6999          0             0            -6999         -10.16        -1.905         0             7.42          .169          0            -8.000001E-03                0             12.03         89.6          57.56         85.8             -122.5        -122.8        -122.8        -6999          .202          0 
 3.333333      2012          3             800           0             0             0             0             0             700           0             783.53       -8.13         -8.13          700          -8.140001      759           0             12.69             783.72        6999          0             0            -6999         -9.82         -3.292         0             6.202         .161          0            -.007          0             12.03         87            54.65         83.7         -122.5            -122.8        -122.8        -6999          .101          0 
 3.375         2012          3             900           0             0             0             0             0             800           0             784.1        -8.2          -8.13          800          -8.2           900           0             12.69             784.7         6999          0             0            -6999         -9.58         -5.415         0             4.271         .064          0            -.004          0             12.03         72.2          47.06         76.4         -122.5            -122.8        -122.9        -6999          .202          0 
 3.416667      2012          3             1000          0             0             0             0             0             900           0             784.95       -8.2          -8.19          915          -8.21          937           0             12.68             785.23        6999          0             0            -6999         -9.189999     -8.560001      0             3.499         .017          0             0             0             12.03         50.9          25.51         61.77        -122.5            -122.8        -122.7        -6999          .202          0 
 3.458333      2012          3             1100          0             0             0             0             0             1000          0             785.46       -8.22         -8.2           1001         -8.24          1037          0             12.68             785.84        6999          0             0            -6999         -8.93         -11.55         0             2.332         0             0             .369          .001          12.02         40.86         13.07         54.95        -122.4            -122.7        -122.7        -6999          .202          0 
 3.5           2012          3             1200          0             0             0             0             0             1100          0             786.19       -8.270001     -8.22          1109         -8.28          1159          0             12.69             786.58        6999          0             0            -6999         -9.350001     -12.67         0             1.736         0            -1.876         5.791         .116          12.01         30.82         9.09          50.92        -122.3            -122.6        -122.6        -6999          .101          0 
 3.541667      2012          3             1300          0             0             0             0             0             1200          0             786.82       -8.34         -8.270001      1200         -8.34          1300          0             12.69             787.25        6999          0             0            -6999         -10.1         -14.15         .04           1.238         .025         -5.429         4.248         .811          12.02         16.89         5.017         47.71        -122.4            -122.7        -122.7        -6999          .101          .001 
 3.583333      2012          3             1400          0             0             0             0             0             1300          0             787.45       -8.390001     -8.33          1326         -8.390001      1400          0             12.69             787.43        6999          0             0            -6999         -10.8         -14.36         .164          .729          .194         -3.771         16.12         3.574         12.01         11.58         2.3           44.89        -122.4            -122.6        -122.7        -6999          .202          .003 
 3.625         2012          3             1500          0             0             0             0             0             1400          0             787.8        -8.43         -8.390001      1400         -8.45          1435          0             12.68             788.16        6999          0             0            -6999         -10.67        -15.24         .001          .626          .049         -4.561         12.8          .999          12.01         10.71         .97           43.78        -122.4            -122.5        -122.6        -6999          .202          0 
 3.666667      2012          3             1600          0             0             0             0             0             1500          0             788.7        -8.51         -8.43          1500         -8.51          1600          0             12.67             788.92        6999          0             0            -6999         -10.31        -15.76         0             .54           .001         -2.522         6.923         .176          12.01         11.74        -.32           41.45        -122.6            -122.7        -122.9        -6999          .101          0 
 3.708333      2012          3             1700          0             0             0             0             0             1600          0             789.37       -8.560001     -8.51          1600         -8.560001      1659          0             12.68             789.49        6999          0             0            -6999         -10.66        -15.16         0             .523          0             0            -.013          0             12            10.45        -.855          39.72        -122.7            -122.8        -122.8        -6999          0             0 
 3.75          2012          3             1800          0             0             0             0             0             1700          0             789.78       -8.649999     -8.560001      1700         -8.649999      1800          0             12.67             790.22        6999          0             0            -6999         -10.76        -13.18         0             .46           0             0            -8.000001E-03                0             12            8.15         -.81           38.01            -122.6        -122.6        -122.7        -6999          .101          0 
 3.791667      2012          3             1900          0             0             0             0             0             1800          0             790.46       -8.7          -8.640001      1819         -8.7           1900          0             12.68             790.2         6999          0             0            -6999         -11.03        -11.9          0             .26           0             0            -.037          0             12            7.59         -1.345         36.21        -122.6            -122.7        -122.7        -6999          .202          0 
 3.833333      2012          3             2000          0             0             0             0             0             1900          0             791.22       -8.75         -8.7           1902         -8.76          1950          0             12.67             791.66        6999          0             0            -6999         -11.43        -11.09         0             .292          0             0            -.097          0             11.99         7.49         -1.595         35.16        -122.8            -123          -123          -6999          .202          0 
 3.875         2012          3             2100          0             0             0             0             0             2000          0             791.95       -8.78         -8.75          2001         -8.8           2058          0             12.68             792.41        6999          0             0            -6999         -11.21        -10.56         .001          .334          0             .002         -.169          .006          11.99         6.506        -2.619         33.47        -122.7            -122.8        -122.9        -6999          .202          0 
 3.916667      2012          3             2200          0             0             0             0             0             2100          0             792.47       -8.82         -8.78          2100         -8.83          2135          0             12.67             791.91        6999          0             0            -6999         -11.29        -11.49         0             .323          .006          .005         -.227          .039          11.98         10.5         -3.467         32.46        -122.7            -122.8        -122.7        -6999          .202         -.001 
 3.958333      2012          3             2300          0             0             0             0             0             2200          0             792.98       -8.899999     -8.82          2204         -8.899999      2258          0             12.66             793.48        6999          0             0            -6999         -11.04        -15.69         .049          .335          .076          .103         -.328          .212          11.98         8.399999     -5.047         33.42        -122.5            -122.6        -122.7        -6999          .202         -.003 
 4             2012          3             2400          0             0             0             0             0             2300          0             793.6        -8.939999     -8.890001      2316         -8.939999      2357          0             12.66             793.81        6999          0             0            -6999         -11.47        -16.31         .032          .29           .103          .151         -.276          .236          11.98         7.83         -5.676         32.45        -122.5            -122.6        -122.7        -6999          0            -.002 
 4.041667      2012          4             100           0             0             0             0             0             0             0             793.63       -8.979999     -8.93          25           -8.99          58            0             12.66             793.54        6999          0             0            -6999         -11.85        -15           -.003          .181          .064          .134         -.082          .117          11.97         9.09         -4.993         32.3         -122.5            -122.7        -122.8        -6999          0             0 
 4.083334      2012          4             200           0             0             0             0             0             100           0             793.28       -9.01         -8.979999      144          -9.01          159           0             12.67             793.82        6999          0             0            -6999         -11.98        -12.09         0             .336          .034          .06          -.004          .022          11.97         8.12         -1.64          34.46        -122.5            -122.8        -122.8        -6999          .101          0 
 4.125         2012          4             300           0             0             0             0             0             200           0             794.5        -9.060001     -9.01          200          -9.060001      255           0             12.66             794.68        6999          0             0            -6999         -11.97        -12.53        -.035          .28           .004          .007          0             0             11.96         6.18         -2.697         33.61        -122.5            -122.6        -122.8        -6999          0             0 
 4.166667      2012          4             400           0             0             0             0             0             300           0             794.49       -9.140001     -9.060001      300          -9.140001      400           0             12.66             794.24        6999          0             0            -6999         -11.96        -12.91        -.011          .153          0             0             0             0             11.96         6.377        -3.006         33.89        -122.5            -122.6        -122.7        -6999          .101          0 
