   3.0000000e+00  -3.3356528e+00  -9.7436867e+01  -6.6397152e+01  -1.6716967e+02
   4.0000000e+00  -4.7316367e+00  -8.4320138e+01  -4.9876048e+01  -1.3892782e+02
   5.0000000e+00  -1.8606505e+01  -1.1308918e+02  -7.6264053e+01  -2.0795974e+02
   6.0000000e+00  -2.0874953e+01  -5.0287379e+01  -4.4775106e+01  -1.1593744e+02
   7.0000000e+00  -1.8479907e+01  -9.1862022e+01  -6.0121328e+01  -1.7046326e+02
   8.0000000e+00  -3.0721769e+01  -3.7470189e+01  -4.3588031e+01  -1.1177999e+02
   9.0000000e+00  -5.7460038e+01  -1.5411065e+02  -1.1308532e+02  -3.2465600e+02
   1.0000000e+01  -6.2003053e+01  -3.2199271e+02  -2.0171620e+02  -5.8571196e+02
   1.1000000e+01  -4.9266071e+01  -1.6964240e+02  -1.1857917e+02  -3.3748764e+02
   1.2000000e+01  -2.8895144e+01  -1.7440194e+02  -1.1076979e+02  -3.1406688e+02
   1.3000000e+01  -2.1161729e+01   9.9419043e+00  -5.8324635e+01  -6.9544460e+01
   1.4000000e+01  -5.1815820e+01   6.9481756e+01  -1.1118108e+01   6.5478292e+00
   1.5000000e+01  -4.8670233e+01  -5.3770701e+01  -5.2104291e+01  -1.5454523e+02
   1.6000000e+01  -5.4847120e+01   8.8527602e+00  -8.9845007e+00  -5.4978861e+01
   1.7000000e+01  -3.4111114e+01  -5.4224743e+01  -5.3166068e+01  -1.4150192e+02
   1.8000000e+01  -1.0670566e+01  -1.3213389e+02  -9.2366875e+01  -2.3517133e+02
   1.9000000e+01  -4.1952402e+01  -2.0299674e+02  -1.3833564e+02  -3.8328478e+02
   2.0000000e+01  -2.3358055e+01  -7.6074365e+01  -5.8292452e+01  -1.5772487e+02
   2.1000000e+01   2.8273460e-01  -4.2109142e+01  -2.8325535e+01  -7.0151943e+01
   2.2000000e+01  -3.1887310e-01  -2.4715448e+01  -1.6996563e+01  -4.2030884e+01
   2.3000000e+01  -4.7472840e-01  -1.3789176e+01  -8.9867429e+00  -2.3250648e+01
   2.4000000e+01  -8.6565620e+00  -7.7948145e+01  -4.9386062e+01  -1.3599077e+02
   2.5000000e+01   2.2990606e+01  -1.7735094e+02  -9.9032281e+01  -2.5339261e+02
   2.6000000e+01  -1.4973653e+01  -1.5092854e+02  -8.9488776e+01  -2.5539096e+02
   2.7000000e+01  -3.0482238e+01  -1.4503906e+02  -8.6963570e+01  -2.6248487e+02
   2.8000000e+01  -2.9550918e+01   4.1933539e+01   5.7835274e+00   1.8166148e+01
   2.9000000e+01  -2.4735439e+01   7.1811918e+01  -3.0361989e+01   1.6714489e+01
   3.0000000e+01  -4.4171299e+01  -5.7461408e+01  -5.6070815e+01  -1.5770352e+02
   3.1000000e+01  -4.2996395e+01   3.3694579e+01  -2.2158278e+01  -3.1460094e+01
   3.2000000e+01  -3.9602662e+01   4.9852986e-01  -4.1800062e+01  -8.0904194e+01
   3.3000000e+01  -3.1155405e+01  -4.4518236e+01  -9.6045579e+01  -1.7171922e+02
   3.4000000e+01  -2.9613165e+01  -1.5295655e+01  -6.8349398e+01  -1.1325822e+02
   3.5000000e+01  -2.5374558e+01  -1.6124330e+01  -3.1946720e+01  -7.3445608e+01
   3.6000000e+01  -4.1502590e+01  -1.6469736e+02  -1.1431783e+02  -3.2051778e+02
   3.7000000e+01  -1.4877890e+01   3.5851421e+01  -2.7026055e+01  -6.0525241e+00
   3.8000000e+01  -4.0375623e+01  -2.9001638e+01  -5.5006982e+01  -1.2438424e+02
   3.9000000e+01  -5.2658525e+01  -9.1715719e+01  -7.1245291e+01  -2.1561954e+02
