   1.0000000e+00  -4.5127359e+01   6.8956182e-01
   2.0000000e+00  -2.9336880e-01   9.3933137e-01
   3.0000000e+00  -3.3356528e+00   5.9556504e-01
   4.0000000e+00  -4.7316367e+00   1.0631602e+00
   5.0000000e+00  -1.8606505e+01   8.9305085e-01
   6.0000000e+00  -2.0874953e+01   6.1927383e-01
   7.0000000e+00  -1.8479907e+01   8.3804720e-01
   8.0000000e+00  -3.0721769e+01   8.0911202e-01
   9.0000000e+00  -5.7460038e+01   9.6447276e-01
   1.0000000e+01  -6.2003053e+01   8.9239038e-01
   1.1000000e+01  -4.9266071e+01   8.6815936e-01
   1.2000000e+01  -2.8895144e+01   6.9166997e-01
   1.3000000e+01  -2.1161729e+01   7.4241612e-01
   1.4000000e+01  -5.1815820e+01   6.7961096e-01
   1.5000000e+01  -4.8670233e+01   5.2291289e-01
   1.6000000e+01  -5.4847120e+01   7.4914011e-01
   1.7000000e+01  -3.4111114e+01   6.2305641e-01
   1.8000000e+01  -1.0670566e+01   9.0248493e-01
   1.9000000e+01  -4.1952402e+01   8.0916642e-01
   2.0000000e+01  -2.3358055e+01   8.3861526e-01
   2.1000000e+01   2.8273460e-01   1.0722366e+00
   2.2000000e+01  -3.1887310e-01   1.0684109e+00
   2.3000000e+01  -4.7472840e-01   1.0792980e+00
   2.4000000e+01  -8.6565620e+00   9.6119824e-01
   2.5000000e+01   2.2990606e+01   3.5966933e-01
   2.6000000e+01  -1.4973653e+01   7.5842707e-01
   2.7000000e+01  -3.0482238e+01   8.7079391e-01
   2.8000000e+01  -2.9550918e+01   8.3962805e-01
   2.9000000e+01  -2.4735439e+01   8.2101674e-01
   3.0000000e+01  -4.4171299e+01   7.9090987e-01
   3.1000000e+01  -4.2996395e+01   5.8811696e-01
   3.2000000e+01  -3.9602662e+01   7.8155191e-01
   3.3000000e+01  -3.1155405e+01   6.9714872e-01
   3.4000000e+01  -2.9613165e+01   5.4311278e-01
   3.5000000e+01  -2.5374558e+01   6.8743060e-01
   3.6000000e+01  -4.1502590e+01   6.3224023e-01
   3.7000000e+01  -1.4877890e+01   6.2618995e-01
   3.8000000e+01  -4.0375623e+01   7.7744555e-01
   3.9000000e+01  -5.2658525e+01   7.9471762e-01
   4.0000000e+01  -3.7075068e+01   8.0113397e-01
   4.1000000e+01  -5.5486749e+01   5.4852008e-01
   4.2000000e+01  -3.3552523e+01   6.4133191e-01
   4.3000000e+01  -4.1263780e+01   5.4354697e-01
   4.4000000e+01  -3.6517703e+01   6.4991820e-01
   4.5000000e+01  -3.6591329e+01   5.0899076e-01
   4.6000000e+01  -4.4800074e+01   5.2567082e-01
   4.7000000e+01  -3.9178868e+01   4.5138758e-01
   4.8000000e+01  -9.5424850e+00   6.2256950e-01
   4.9000000e+01  -1.8683434e+01   7.3886939e-01
   5.0000000e+01  -2.7869019e+01   8.1264627e-01
   5.1000000e+01  -2.3815891e+01   8.1688569e-01
   5.2000000e+01  -7.1544870e+00   7.0476392e-01
   5.3000000e+01  -1.1797492e+01   8.7325068e-01
   5.4000000e+01  -1.3085933e+01   8.6028115e-01
   5.5000000e+01   3.1148700e+00   9.5328186e-01
   5.6000000e+01  -8.6924610e+00   6.8173177e-01
   5.7000000e+01  -3.7655944e+01   8.1072621e-01
   5.8000000e+01  -3.1740447e+01   6.6637908e-01
   5.9000000e+01  -4.6754564e+01   6.6108310e-01
   6.0000000e+01  -2.8503648e+01   7.5240996e-01
   6.1000000e+01  -2.7654247e+01   6.4909874e-01
   6.2000000e+01  -2.3943913e+01   6.6722189e-01
   6.3000000e+01  -9.1720140e+00   8.7302185e-01
   6.4000000e+01  -1.7030244e+01   7.0939356e-01
   6.5000000e+01  -3.7591885e+01   8.2924022e-01
   6.6000000e+01  -1.1941892e+01   8.7907019e-01
   6.7000000e+01  -3.5498002e+01   7.0862174e-01
   6.8000000e+01  -4.3603072e+01   8.6371534e-01
   6.9000000e+01  -3.7900865e+01   6.9627994e-01
   7.0000000e+01  -2.9653192e+01   8.6107928e-01
   7.1000000e+01  -2.0140854e+01   7.0773960e-01
   7.2000000e+01  -6.9765260e+00   7.8978563e-01
   7.3000000e+01  -8.3797290e+00   6.7365338e-01
   7.4000000e+01  -1.1376432e+01   9.1867942e-01
   7.5000000e+01  -5.5229600e+00   9.2520782e-01
   7.6000000e+01   3.0251840e+01   7.5387463e-01
   7.7000000e+01  -1.6868398e+01   8.7545842e-01
   7.8000000e+01  -1.4150200e+00   7.5868864e-01
   7.9000000e+01  -1.9165150e+01   7.6699265e-01
   8.0000000e+01  -2.0456223e+01   8.1553272e-01
   8.1000000e+01  -1.8750530e+01   7.0682740e-01
   8.2000000e+01   8.1001500e+00   7.6498328e-01
   8.3000000e+01  -8.0144620e+00   7.5456542e-01
   8.4000000e+01  -7.8020810e+00   6.6523262e-01
   8.5000000e+01  -5.8549600e-01   7.1352973e-01
   8.6000000e+01   1.3974800e+01   6.2404978e-01
   8.7000000e+01  -1.2952900e+00   5.3749375e-01
   8.8000000e+01   3.5842390e+00   5.6584097e-01
   8.9000000e+01   3.8852479e+01   3.8289329e-01
   9.0000000e+01   4.9801867e+01   3.5987912e-01
   9.1000000e+01   3.2741455e+01   3.6057569e-01
   9.2000000e+01   1.5286053e+01   8.1804960e-01
   9.3000000e+01   3.8157840e+01   7.0543096e-01
   9.4000000e+01  -1.3743710e+01   7.3391645e-01
   9.5000000e+01   1.7068281e+01   6.5360183e-01
   9.6000000e+01   3.2267197e+01   5.4090511e-01
   9.7000000e+01   6.0334839e+01   3.5513075e-01
   9.8000000e+01   5.6275205e+01   2.0126848e-01
   9.9000000e+01   8.0785055e+01   2.6624848e-01
   1.0000000e+02   9.1748880e+00   8.5346456e-01
   1.0100000e+02   8.0738400e+00   8.8237414e-01
   1.0200000e+02   6.8080500e+00   8.6538186e-01
   1.0300000e+02   1.8680910e+01   8.6613914e-01
   1.0400000e+02   1.0457180e+01   7.5636636e-01
   1.0500000e+02  -3.7347600e+00   8.0894959e-01
   1.0600000e+02  -4.2202800e+00   8.3045579e-01
   1.0700000e+02  -5.4083100e+00   7.3386663e-01
   1.0800000e+02   1.5933640e+01   8.2914975e-01
   1.0900000e+02   1.7235320e+01   8.9051125e-01
   1.1000000e+02   1.6162200e+01   8.4624384e-01
   1.1100000e+02   1.3677440e+01   8.6993193e-01
   1.1200000e+02   1.1998280e+01   8.8795575e-01
   1.1300000e+02   1.3875360e+01   8.5513652e-01
   1.1400000e+02   1.9748260e+01   8.0217302e-01
   1.1500000e+02   1.0808990e+01   7.8511243e-01
   1.1600000e+02   1.0505600e+01   8.2954861e-01
   1.1700000e+02   1.3653000e-01   7.3839290e-01
   1.1800000e+02   1.8285170e+01   7.2046888e-01
   1.1900000e+02   6.2028720e+00   7.7654832e-01
   1.2000000e+02   2.4182480e+01   7.9575551e-01
   1.2100000e+02   3.4095440e+01   6.3667356e-01
   1.2200000e+02   4.4531230e+01   5.3125928e-01
   1.2300000e+02   7.0923730e+01   5.3638824e-01
   1.2400000e+02   1.7941400e+01   7.8845550e-01
   1.2500000e+02   6.2765700e+00   7.2985016e-01
   1.2600000e+02   9.7260300e+00   8.5765870e-01
   1.2700000e+02   2.5497070e+01   8.1178756e-01
   1.2800000e+02   2.2429850e+01   7.9357143e-01
   1.2900000e+02   3.0230680e+01   8.4890682e-01
   1.3000000e+02   3.8155810e+01   8.1416684e-01
   1.3100000e+02   2.3057230e+01   7.1474864e-01
   1.3200000e+02   6.5867470e+01   5.8313158e-01
   1.3300000e+02   6.0085880e+01   5.9026176e-01
   1.3400000e+02   1.6837817e+01   7.9416679e-01
   1.3500000e+02   1.8359770e+01   8.6884437e-01
   1.3600000e+02   2.0846460e+01   8.4343907e-01
   1.3700000e+02   1.4090630e+01   8.0235068e-01
   1.3800000e+02   1.8995090e+01   7.4532602e-01
   1.3900000e+02   2.3768470e+01   7.3556475e-01
   1.4000000e+02   2.9268870e+01   7.0516656e-01
   1.4100000e+02   4.0368700e+01   6.9197384e-01
   1.4200000e+02   5.8005090e+01   6.9448081e-01
   1.4300000e+02   3.7637970e+01   6.2923103e-01
   1.4400000e+02   1.6457322e+02   2.8276406e-01
   1.4500000e+02   8.8191814e+01   4.4775462e-01
   1.4600000e+02   1.6345428e+02   3.5362426e-01
   1.4700000e+02   2.0015874e+02   2.1442385e-01
   1.4800000e+02   2.0753468e+02   1.3140071e-01
   1.4900000e+02   2.3185403e+02   1.1457506e-01
   1.5000000e+02   2.3750696e+02   1.2030317e-01
   1.5100000e+02   2.3479343e+02   1.4252393e-01
   1.5200000e+02   2.3479546e+02   1.4025011e-01
   1.5300000e+02   2.3388608e+02   1.1104741e-01
   1.5400000e+02   2.4265518e+02   9.6284330e-02
   1.5500000e+02   2.5091987e+02   6.4463571e-02
   1.5600000e+02   1.2830527e+02   8.8925730e-02
   1.5700000e+02   5.6890470e+01   6.9976062e-01
   1.5800000e+02   3.3094930e+01   8.3160790e-01
   1.5900000e+02   2.7260810e+01   8.0560720e-01
   1.6000000e+02   5.4724060e+01   7.2261249e-01
   1.6100000e+02   1.2735271e+02   4.5864711e-01
   1.6200000e+02   1.9577786e+02   2.3721251e-01
   1.6300000e+02   2.5738093e+02   1.2493342e-01
   1.6400000e+02   1.9712841e+02   8.8813589e-02
   1.6500000e+02   1.5142336e+02   1.0216830e-01
   1.6600000e+02   1.4042252e+02   8.4158069e-02
   1.6700000e+02   1.3446731e+02   1.6585714e-01
   1.6800000e+02   1.4271075e+02   3.4403005e-01
   1.6900000e+02   1.1214142e+02   1.8182116e-01
   1.7000000e+02   1.7283501e+02   1.0314396e-01
   1.7100000e+02   1.7007034e+02   8.2131745e-02
   1.7200000e+02   2.7232915e+02   7.5190631e-02
   1.7300000e+02   2.3336816e+02   7.0484196e-02
   1.7400000e+02   2.8570905e+02   6.3690342e-02
